CID,RA,DEC,zCMB,MU_SH0ES,MU_SH0ES_ERR_DIAG,mu_model,resid_mu,resid_mu_err,n_025cdeg,n_050cdeg,n_100cdeg,n_200cdeg,n_300cdeg,n_500cdeg
PS16cvc,318.097,14.7793,0.02844,35.6948,0.183345,35.36761415329569,0.3271858467043103,0.183345,24249,100760,401357,1566864,3257514,7343375
PS16dnp,344.915,2.1498,0.04998,36.8583,0.163226,36.62498532069562,0.2333146793043781,0.163226,20924,83942,325128,1306211,2933475,8132424
PS17bii,171.409,7.3336,0.07467,37.4501,0.192118,37.53332131387807,-0.0832213138780701,0.192118,14669,59814,244083,962976,2198321,6189703
PSNJ1602512,240.714,47.2248,0.02039,34.556,0.333904,34.63242787128218,-0.0764278712821848,0.333904,9479,47787,197686,796771,1768404,4941691
SCP05D0,35.4253,-3.3648,1.01236,44.1177,0.367085,43.98437482555363,0.1333251744463695,0.367085,26495,107666,429131,1735799,3854712,10698871
SN2016ajf,49.9771,41.565,0.01978,34.7627,0.339971,34.56551026667485,0.1971897333251533,0.339971,0,0,0,0,0,0
SN2016ayg,112.572,25.0321,0.04328,36.4165,0.166064,36.30227797826974,0.1142220217302565,0.166064,19519,79820,316352,1272401,2801732,6486468
SN2016gfr,274.898,23.7862,0.0163,33.8985,0.245383,34.139806469590724,-0.2413064695907252,0.245383,0,9866,79162,322023,943120,3599378
SN2016glp,354.058,23.696,0.08366,37.9686,0.221594,37.7931733593061,0.1754266406938995,0.221594,16317,63292,251862,1019647,2271126,6318895
SN2016glz,1.4732,8.4302,0.03975,35.9918,0.210464,36.11213207598336,-0.120332075983363,0.210464,11835,48532,216266,869538,2029479,6041158
SN2016gmb,8.6861,-6.1589,0.05708,36.9545,0.182842,36.92408263965429,0.0304173603457087,0.182842,26560,101871,393079,1487861,3158158,8649776
SN2016hhv,353.952,20.7088,0.06067,37.1383,0.198009,37.06187950886636,0.0764204911336463,0.198009,17550,64617,242548,989771,2199451,6257545
SN2017ckx,117.045,28.2307,0.02779,35.6596,0.251383,35.31639524605592,0.3432047539440788,0.251383,22524,81543,300047,1173524,2605033,7131399
SN2017coa,132.48,56.099,0.04045,36.4104,0.307187,36.15111120135376,0.2592887986462386,0.307187,11123,44666,185336,747470,1651072,4578336
SN2017hn,196.914,6.3376,0.02492,35.0621,0.190177,35.07520500767222,-0.0131050076722161,0.190177,16710,68005,269790,1109231,2446033,6670509
SN2017jl,14.3829,30.1852,0.01529,33.7706,0.30219,33.99930114641883,-0.2287011464188282,0.30219,13425,56464,235875,955664,2043658,5040269
SN2017ms,156.676,36.6805,0.02538,35.1181,0.200181,35.11564349748436,0.0024565025156348,0.200181,11278,45854,187890,762557,1704317,4787368
Spock,189.277,62.2533,0.83973,43.2012,0.390423,43.48835106005191,-0.2871510600519045,0.390423,10950,42808,177653,704749,1563137,4399033
carter,150.061,2.1924,1.54295,45.0902,0.371014,45.10435113174808,-0.014151131748072,0.371014,19002,72325,269801,1011069,2256885,6348478
iPTF17dz,126.107,24.9978,0.09284,38.2226,0.493293,38.032352010055774,0.1902479899442255,0.493293,15949,64374,255800,1027855,2287373,6482560
rutledge,215.2,53.0728,1.61499,45.1595,0.333024,45.22532356378403,-0.0658235637840292,0.333024,10337,43323,176046,714416,1651013,4604080
